0.7263155	0.641568903	0.05951887	0.74615119	0.162160302	0.413029092	0.57004275	0.601171683	0.318422151	0.435269819	0.996217841	0.066740939	0.674084424	0.394459466	0.197739448	0.021089823	0.334482548	0.164435784	0.135161124	0.628725194	0.921458929	0.859468079	0.047331942	0.058325075
0.99542453	0.787652168	0.74326766	0.843014432	0.456064851	0.210446121	0.002676983	0.501981037	0.167090711	0.209202117	0.785319443	0.833574505	0.746541113	0.991598065	0.695920938	0.021886088	0.154599458	0.532608432	0.958737131	0.968692721	0.742536016	0.65753588	0.871205812	0.323602364
0.275631383	0.224230864	0.382647031	0.18781909	0.782609637	0.85086203	0.527320708	0.028003903	0.237655749	0.228441401	0.734324221	0.009498841	0.499447115	0.281441274	0.246081981	0.31014665	0.161581225	0.100540514	0.619712095	0.403810441	0.033672725	0.91115806	0.694636379	0.235200311
0.187138688	0.220573522	0.463884351	0.019540584	0.119404996	0.982464199	0.992229933	0.90150095	0.852157163	0.246828618	0.315186317	0.65614963	0.25684173	0.653958437	0.737133421	0.113585029	0.729893158	0.492029448	0.432535199	0.139514093	0.379236406	0.692073292	0.063124309	0.155166352
0.100385888	0.887792354	0.220036709	0.191847973	0.350270925	0.598654884	0.600942184	0.064519707	0.859373206	0.115579614	0.318720213	0.362538429	0.701235108	0.041325225	0.066359224	0.100065476	0.954367297	0.052548223	0.287425052	0.012763075	0.557486551	0.286745226	0.336196447	0.99663744
0.101129202	0.222080448	0.263408999	0.151106435	0.227625374	0.925269448	0.282579203	0.421682413	0.554300561	0.997136597	0.08984164	0.546070917	0.173802635	0.127009814	0.574705456	0.187624008	0.866711623	0.186176035	0.646170882	0.25555828	0.049194233	0.347889311	0.832247084	0.709942236
0.401216361	0.720121929	0.528791629	0.473913068	0.511565577	0.393607926	0.834766649	0.454586569	0.706021289	0.046408842	0.99256776	0.219298026	0.937243246	0.877246533	0.64952756	0.554027923	0.319563623	0.645672925	0.365120722	0.061935449	0.479370217	0.106232828	0.523935446	0.781340853
0.557209082	0.296859847	0.671888949	0.832691291	0.072494863	0.221494823	0.511985276	0.418719826	0.458739125	0.488278222	0.591750016	0.788231862	0.43643949	0.483560723	0.261186339	0.759843662	0.635928386	0.664002004	0.375010441	0.188863381	0.038595708	0.259775471	0.466229964	0.055806851
0.561725374	0.183378287	0.169482134	0.695365413	0.395051559	0.322362562	0.134052853	0.744398581	0.949794409	0.142217984	0.934150929	0.507600385	0.354709915	0.817406405	0.959627985	0.29040917	0.319783991	0.809902619	0.264947201	0.257787644	0.943778903	0.063931611	0.083675818	0.991533634
0.916222162	0.012684763	0.788387325	0.963247873	0.268689055	0.717771957	0.449714473	0.857162227	0.401561164	0.943517793	0.499572803	0.515823913	0.117975739	0.851055753	0.429881392	0.063144102	0.349556543	0.206134457	0.657830101	0.760748979	0.527045032	0.32058557	0.682211594	0.211390624
0.429175785	0.006535774	0.399164307	0.403984836	0.746396473	0.076476077	0.282874705	0.323800328	0.254349818	0.180891849	0.75017958	0.724986288	0.301659008	0.804445503	0.670607447	0.278641206	0.746608308	0.651516526	0.755127879	0.322229818	0.830370041	0.275501462	0.911188363	0.992241553
0.146715778	0.571088038	0.866950969	0.536792681	0.052247686	0.247061918	0.606419957	0.86171983	0.161774258	0.996311657	0.98811528	0.491496211	0.195613852	0.334970984	0.961360779	0.015621639	0.631442713	0.610212455	0.107845114	0.358195401	0.048356573	0.121232658	0.837261288	0.954433994
0.106981325	0.335847094	0.565634568	0.308417211	0.176752241	0.735532974	0.880666497	0.236994419	0.733513851	0.050854364	0.652034387	0.841038696	0.052363903	0.477222577	0.014254523	0.707584506	0.398763596	0.468600272	0.33460009	0.318806273	0.20773421	0.36899899	0.15040607	0.349337218
