0.487196313	0.603232247	0.555227119	0.096860635	0.479623913
0.15713574	0.597778583	0.994794636	0.08944736	0.673846739
0.441424661	0.060147178	0.916761594	0.726940866	0.497571945
0.442926445	0.865401921	0.323593631	0.224373078	0.779329683
0.191945257	0.008146552	0.218617164	0.250493542	0.308401005
0.305692032	0.017600572	0.066548748	0.786576263	0.176807605
0.412768846	0.638813367	0.997406511	0.740672719	0.358100862
0.014167115	0.119893	0.68048251	0.230061621	0.646502031
0.346562544	0.507774252	0.062257989	0.647034267	0.734867816
0.802069269	0.348145977	0.352964143	0.672177051	0.66214549
0.333622589	0.142185903	0.619078538	0.181647621	0.172613669
0.718776738	0.450166144	0.293027071	0.030195144	0.757835631
0.317669202	0.91506069	0.022367298	0.880555844	0.15027279
0.040557427	0.040398775	0.967695584	0.949653485	0.758201671
0.525821844	0.509937804	0.310504197	0.673043069	0.167302964
0.307656177	0.293733395	0.96699594	0.078452756	0.695841987
0.702642419	0.075482986	0.529733397	0.723018492	0.975940442
0.862525248	0.922405123	0.152043103	0.426645818	0.299904417
0.071788641	0.57260433	0.758456388	0.011515129	0.301410089
0.247567834	0.359815656	0.96088267	0.04003234	0.368934432
0.575022809	0.516387835	0.656254244	0.284257714	0.906335247
0.510330331	0.329787512	0.054487146	0.329585219	0.067764267
0.165508195	0.724197626	0.556216566	0.81422101	0.675870136
0.667311589	0.931927855	0.674786589	0.290413203	0.35939292
0.878444443	0.809195264	0.318009882	0.386383029	0.879051506
0.414203188	0.376165363	0.531353458	0.633641546	0.204953402
0.100839422	0.058683431	0.541300776	0.326249533	0.307986073
0.555287066	0.942554099	0.035135633	0.278381026	0.19138672
0.685601198	0.820308533	0.46143243	0.93922296	0.320012469
0.500691905	0.053784059	0.424572971	0.942478622	0.293871855
0.50652171	0.326815093	0.862350751	0.358054573	0.665288416
0.761043634	0.008863397	0.25875066	0.401559416	0.926356293
0.420860999	0.95647962	0.79767353	0.163068934	0.71132734
